19956	0.316797
44411	0.225147
13157	0.38717
76224	0.37584
11983	0.609614
87365	0.423236
36913	0.611573
22604	0.397408
23238	0.52965
86267	0.345138
88768	0.384609
36482	0.272737
25537	0.266319
62570	0.265782
45120	0.407513
22882	0.244909
46986	0.384944
37106	0.381151
16157	0.273256
57785	0.316916
20763	0.371141
28305	0.368627
25698	0.390886
29583	0.29642
25560	0.243975
26115	0.289144
13455	0.391453
43383	0.28253
12632	0.407932
10091	0.453176
24503	0.323593
12714	0.141026
33320	0.411104
27447	0.343207
47411	0.395815
73091	0.405495
66731	0.322249
66439	0.34844
33316	0.355025
34521	0.424756
39041	0.408827
34359	0.391018
31460	0.407502
21921	0.418001
25805	0.269095
24380	0.420304
44104	0.397356
11498	0.0929727
76973	0.307238
1143	0.344707
4222	0.345097
1160	0.350862
1650	0.344848
11430	0.0750656
21074	0.12048
1152	0.386285
25840	0.319582
1966	0.416582
1303	0.378358
12424	0.366066
6860	0.390379
1990	0.40402
3120	0.35641
4573	0.453532
1044	0.359195
1719	0.397906
12148	0.136977
7722	0.356255
4986	0.348576
2784	0.438218
3013	0.338865
5026	0.33844
2419	0.341463
4581	0.388998
1008	0.440476
1148	0.401568
3073	0.612105
1193	0.42917
2176	0.336397
2442	0.605242
1549	0.612653
1045	0.4
3010	0.618272
3648	0.609649
2221	0.610536
1165	0.613734
1378	0.425254
2084	0.615163
5060	0.547036
4400	0.624545
2435	0.614374
1081	0.608696
2253	0.60719
2079	0.320346
1089	0.338843
1011	0.329377
2232	0.369176
1059	0.447592
1021	0.400588
1171	0.315115
1074	0.298883
2400	0.29875
3557	0.401462
2326	0.418745
1907	0.360776
1675	0.395821
1819	0.299065
2669	0.395279
1226	0.349103
2476	0.344103
3218	0.385954
1117	0.360788
1141	0.408414
1248	0.401442
1109	0.469793
4231	0.312692
1424	0.509129
2889	0.377639
1029	0.365403
2882	0.460097
1031	0.302619
1142	0.30035
1251	0.440448
1039	0.351299
3622	0.33683
1943	0.304683
1368	0.30848
1473	0.300068
3932	0.285351
2479	0.299718
2943	0.287122
1050	0.394286
1251	0.376499
4608	0.350043
1240	0.433871
1074	0.468343
1152	0.418403
11148	0.0984033
1087	0.316467
4256	0.384633
1048	0.401718
1377	0.283224
1641	0.429007
1090	0.356881
1193	0.383068
1101	0.336966
1191	0.397145
1079	0.323448
1225	0.345306
2982	0.431925
2628	0.318113
1105	0.376471
1494	0.314592
1150	0.437391
2664	0.321321
4030	0.358809
2603	0.291587
3080	0.341234
3234	0.321892
1040	0.533654
1201	0.530391
1199	0.386989
1105	0.295928
1148	0.301394
